#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
E2F1	RB1	9606.ENSP00000345571	9606.ENSP00000267163	0	0	0	0	0.067	0.999	0.900	0.995	0.999
E2F1	TP53	9606.ENSP00000345571	9606.ENSP00000269305	0	0	0	0	0	0.510	0	0.974	0.986
E2F1	ERBB2	9606.ENSP00000345571	9606.ENSP00000269571	0	0	0	0	0	0	0	0.585	0.585
E2F1	EGFR	9606.ENSP00000345571	9606.ENSP00000275493	0	0	0	0	0	0	0	0.734	0.734
E2F1	CASP9	9606.ENSP00000345571	9606.ENSP00000330237	0	0	0	0	0.049	0	0	0.470	0.474
E2F1	FOXO3	9606.ENSP00000345571	9606.ENSP00000339527	0	0	0	0	0	0.045	0	0.994	0.994
E2F1	GADD45A	9606.ENSP00000345571	9606.ENSP00000360025	0	0	0	0	0	0	0	0.447	0.447
E2F1	BRAF	9606.ENSP00000345571	9606.ENSP00000419060	0	0	0	0	0.055	0.057	0	0.450	0.467
E2F1	HRAS	9606.ENSP00000345571	9606.ENSP00000407586	0	0	0	0	0.072	0	0	0.592	0.605
E2F1	AKT1	9606.ENSP00000345571	9606.ENSP00000451828	0	0	0	0	0.094	0.057	0	0.782	0.797
E2F1	CDKN2A	9606.ENSP00000345571	9606.ENSP00000418915	0	0	0	0	0.067	0.621	0	0.921	0.969
E2F1	CDKN1A	9606.ENSP00000345571	9606.ENSP00000384849	0	0	0	0	0	0.226	0.500	0.947	0.977
E2F1	E2F2	9606.ENSP00000345571	9606.ENSP00000355249	0	0	0.089	0.850	0.137	0.609	0.900	0.810	0.993
E2F2	CCND1	9606.ENSP00000355249	9606.ENSP00000227507	0	0	0	0	0	0.068	0.500	0.746	0.871
E2F2	CDK4	9606.ENSP00000355249	9606.ENSP00000257904	0	0	0	0	0.042	0.091	0.500	0.606	0.805
E2F2	E2F3	9606.ENSP00000355249	9606.ENSP00000262904	0	0	0.079	0.891	0.049	0.329	0.900	0.460	0.962
E2F2	CDK6	9606.ENSP00000355249	9606.ENSP00000265734	0	0	0	0	0.044	0.091	0.500	0.545	0.776
E2F2	RB1	9606.ENSP00000355249	9606.ENSP00000267163	0	0	0	0	0.086	0.990	0.900	0.756	0.999
E2F2	TP53	9606.ENSP00000355249	9606.ENSP00000269305	0	0	0	0	0.067	0	0	0.786	0.791
E2F2	FOXO3	9606.ENSP00000355249	9606.ENSP00000339527	0	0	0	0	0.063	0.045	0	0.578	0.589
E2F2	E2F1	9606.ENSP00000355249	9606.ENSP00000345571	0	0	0.089	0.850	0.137	0.609	0.900	0.810	0.993
E2F2	AKT1	9606.ENSP00000355249	9606.ENSP00000451828	0	0	0	0	0.060	0.057	0	0.451	0.471
E2F2	CDKN2A	9606.ENSP00000355249	9606.ENSP00000418915	0	0	0	0	0	0.041	0	0.648	0.648
E2F2	CDKN1A	9606.ENSP00000355249	9606.ENSP00000384849	0	0	0	0	0	0	0.500	0.575	0.778
E2F3	CCND1	9606.ENSP00000262904	9606.ENSP00000227507	0	0	0	0	0	0.068	0.500	0.764	0.880
E2F3	KRAS	9606.ENSP00000262904	9606.ENSP00000256078	0	0	0	0	0.110	0	0	0.383	0.427
E2F3	CDK4	9606.ENSP00000262904	9606.ENSP00000257904	0	0	0	0	0.049	0.091	0.500	0.614	0.811
E2F3	MET	9606.ENSP00000262904	9606.ENSP00000317272	0	0	0	0	0	0.057	0	0.390	0.400
E2F3	EGFR	9606.ENSP00000262904	9606.ENSP00000275493	0	0	0	0	0	0	0	0.445	0.445
E2F3	ERBB2	9606.ENSP00000262904	9606.ENSP00000269571	0	0	0	0	0	0	0	0.463	0.463
E2F3	AKT1	9606.ENSP00000262904	9606.ENSP00000451828	0	0	0	0	0.062	0.057	0	0.507	0.526
E2F3	CDKN2A	9606.ENSP00000262904	9606.ENSP00000418915	0	0	0	0	0.042	0.041	0	0.666	0.666
E2F3	TP53	9606.ENSP00000262904	9606.ENSP00000269305	0	0	0	0	0	0	0	0.707	0.707
E2F3	CDKN1A	9606.ENSP00000262904	9606.ENSP00000384849	0	0	0	0	0	0	0.500	0.550	0.765
E2F3	CDK6	9606.ENSP00000262904	9606.ENSP00000265734	0	0	0	0	0.067	0.091	0.500	0.650	0.832
E2F3	E2F2	9606.ENSP00000262904	9606.ENSP00000355249	0	0	0.079	0.891	0.049	0.329	0.900	0.460	0.962
E2F3	E2F1	9606.ENSP00000262904	9606.ENSP00000345571	0	0	0.066	0.860	0.078	0.599	0.900	0.499	0.979
E2F3	RB1	9606.ENSP00000262904	9606.ENSP00000267163	0	0	0	0	0.104	0.900	0.900	0.897	0.998
EGF	MAPK1	9606.ENSP00000265171	9606.ENSP00000215832	0	0	0	0	0	0	0	0.789	0.789
EGF	SOS2	9606.ENSP00000265171	9606.ENSP00000216373	0	0	0	0	0	0	0	0.632	0.632
EGF	PIK3R2	9606.ENSP00000265171	9606.ENSP00000222254	0	0	0	0	0	0	0	0.579	0.579
EGF	HGF	9606.ENSP00000265171	9606.ENSP00000222390	0	0	0	0	0	0.049	0	0.843	0.844
EGF	CCND1	9606.ENSP00000265171	9606.ENSP00000227507	0	0	0	0	0	0	0	0.731	0.731
EGF	PLCG1	9606.ENSP00000265171	9606.ENSP00000244007	0	0	0	0	0	0.046	0.500	0.514	0.747
EGF	KRAS	9606.ENSP00000265171	9606.ENSP00000256078	0	0	0	0	0	0	0.500	0.720	0.854
EGF	CDK4	9606.ENSP00000265171	9606.ENSP00000257904	0	0	0	0	0	0	0	0.602	0.602
EGF	MAPK3	9606.ENSP00000265171	9606.ENSP00000263025	0	0	0	0	0	0	0	0.841	0.841
EGF	PIK3CA	9606.ENSP00000265171	9606.ENSP00000263967	0	0	0	0	0	0	0.400	0.595	0.746
EGF	STAT3	9606.ENSP00000265171	9606.ENSP00000264657	0	0	0	0	0	0	0	0.907	0.907
EGF	PIK3CB	9606.ENSP00000265171	9606.ENSP00000501150	0	0	0	0	0.055	0	0	0.392	0.401
EGF	AKT3	9606.ENSP00000265171	9606.ENSP00000500582	0	0	0	0	0	0	0	0.405	0.405
EGF	FOXO3	9606.ENSP00000265171	9606.ENSP00000339527	0	0	0	0	0.042	0	0	0.450	0.451
EGF	E2F1	9606.ENSP00000265171	9606.ENSP00000345571	0	0	0	0	0.057	0	0	0.448	0.457
EGF	CDK6	9606.ENSP00000265171	9606.ENSP00000265734	0	0	0	0	0	0	0	0.462	0.462
EGF	AKT2	9606.ENSP00000265171	9606.ENSP00000375892	0	0	0	0	0	0	0	0.478	0.478
EGF	PRKCA	9606.ENSP00000265171	9606.ENSP00000408695	0	0	0	0	0	0	0	0.479	0.479
EGF	STAT5A	9606.ENSP00000265171	9606.ENSP00000341208	0	0	0	0	0	0	0	0.512	0.512
EGF	STAT5B	9606.ENSP00000265171	9606.ENSP00000293328	0	0	0	0	0	0	0	0.513	0.513
EGF	CASP9	9606.ENSP00000265171	9606.ENSP00000330237	0	0	0	0	0	0	0	0.537	0.537
EGF	ALK	9606.ENSP00000265171	9606.ENSP00000373700	0	0	0	0	0	0	0	0.545	0.545
EGF	CDKN1A	9606.ENSP00000265171	9606.ENSP00000384849	0	0	0	0	0	0	0	0.570	0.570
EGF	CDKN2A	9606.ENSP00000265171	9606.ENSP00000418915	0	0	0	0	0	0	0	0.596	0.596
EGF	RAF1	9606.ENSP00000265171	9606.ENSP00000401888	0	0	0	0	0	0	0	0.603	0.603
EGF	BRAF	9606.ENSP00000265171	9606.ENSP00000419060	0	0	0	0	0	0	0	0.651	0.651
EGF	MAP2K1	9606.ENSP00000265171	9606.ENSP00000302486	0	0	0	0	0	0	0	0.686	0.686
EGF	NRAS	9606.ENSP00000265171	9606.ENSP00000358548	0	0	0	0	0	0	0.500	0.538	0.759
EGF	TP53	9606.ENSP00000265171	9606.ENSP00000269305	0	0	0	0	0	0	0	0.780	0.780
EGF	SOS1	9606.ENSP00000265171	9606.ENSP00000384675	0	0	0	0	0	0	0.400	0.691	0.806
EGF	HRAS	9606.ENSP00000265171	9606.ENSP00000407586	0	0	0	0	0	0	0.500	0.750	0.869
EGF	PIK3R1	9606.ENSP00000265171	9606.ENSP00000428056	0	0	0	0	0	0.292	0.400	0.809	0.911
EGF	AKT1	9606.ENSP00000265171	9606.ENSP00000451828	0	0	0	0	0	0	0	0.933	0.933
EGF	MET	9606.ENSP00000265171	9606.ENSP00000317272	0	0	0	0	0	0	0.650	0.851	0.945
EGF	GRB2	9606.ENSP00000265171	9606.ENSP00000376345	0	0	0	0	0	0	0.400	0.993	0.995
EGF	TGFA	9606.ENSP00000265171	9606.ENSP00000404131	0	0	0	0.668	0	0	0.900	0.987	0.998
EGF	ERBB2	9606.ENSP00000265171	9606.ENSP00000269571	0	0	0	0	0.128	0.314	0.900	0.998	0.999
EGF	EGFR	9606.ENSP00000265171	9606.ENSP00000275493	0	0	0	0	0.128	0.999	0.900	0.999	0.999
EGFR	MAPK1	9606.ENSP00000275493	9606.ENSP00000215832	0	0	0	0.579	0.047	0.042	0	0.609	0.612
EGFR	SOS2	9606.ENSP00000275493	9606.ENSP00000216373	0	0	0	0	0.044	0.857	0.900	0.902	0.998
EGFR	PIK3R2	9606.ENSP00000275493	9606.ENSP00000222254	0	0	0	0	0.044	0.848	0.900	0.623	0.993
EGFR	HGF	9606.ENSP00000275493	9606.ENSP00000222390	0	0	0	0	0	0	0.650	0.947	0.980
EGFR	CCND1	9606.ENSP00000275493	9606.ENSP00000227507	0	0	0	0	0.141	0.106	0	0.809	0.841
EGFR	PLCG1	9606.ENSP00000275493	9606.ENSP00000244007	0	0	0	0	0.042	0.898	0.900	0.803	0.997
EGFR	KRAS	9606.ENSP00000275493	9606.ENSP00000256078	0	0	0	0	0.053	0.662	0.900	0.918	0.997
EGFR	PIK3R3	9606.ENSP00000275493	9606.ENSP00000262741	0	0	0	0	0	0.810	0.900	0.554	0.990
EGFR	E2F3	9606.ENSP00000275493	9606.ENSP00000262904	0	0	0	0	0	0	0	0.445	0.445
EGFR	MAP2K2	9606.ENSP00000275493	9606.ENSP00000262948	0	0	0	0.593	0.042	0.181	0	0.520	0.591
EGFR	MAPK3	9606.ENSP00000275493	9606.ENSP00000263025	0	0	0	0.582	0.042	0.230	0	0.411	0.528
EGFR	PIK3CA	9606.ENSP00000275493	9606.ENSP00000263967	0	0	0	0	0	0.790	0.900	0.976	0.999
EGFR	STAT3	9606.ENSP00000275493	9606.ENSP00000264657	0	0	0	0	0.042	0.925	0	0.985	0.998
EGFR	EGF	9606.ENSP00000275493	9606.ENSP00000265171	0	0	0	0	0.128	0.999	0.900	0.999	0.999
EGFR	RB1	9606.ENSP00000275493	9606.ENSP00000267163	0	0	0	0	0.042	0	0	0.519	0.520
EGFR	TP53	9606.ENSP00000275493	9606.ENSP00000269305	0	0	0	0	0	0.329	0	0.919	0.943
EGFR	ERBB2	9606.ENSP00000275493	9606.ENSP00000269571	0	0	0.064	0.939	0.080	0.998	0.900	0.983	0.999
EGFR	BAX	9606.ENSP00000275493	9606.ENSP00000293288	0	0	0	0	0.048	0	0	0.413	0.418
EGFR	RARB	9606.ENSP00000275493	9606.ENSP00000332296	0	0	0	0	0.059	0.092	0	0.376	0.420
EGFR	FHIT	9606.ENSP00000275493	9606.ENSP00000418582	0	0	0	0	0	0	0	0.474	0.474
EGFR	RASSF1	9606.ENSP00000275493	9606.ENSP00000349547	0	0	0	0	0.051	0	0	0.486	0.491
EGFR	ALK	9606.ENSP00000275493	9606.ENSP00000373700	0	0	0	0.566	0	0.100	0	0.473	0.505
EGFR	MAP2K1	9606.ENSP00000275493	9606.ENSP00000302486	0	0	0	0.597	0.049	0.098	0	0.549	0.579
EGFR	PRKCB	9606.ENSP00000275493	9606.ENSP00000496129	0	0	0	0.558	0.042	0.299	0	0.424	0.579
EGFR	ARAF	9606.ENSP00000275493	9606.ENSP00000290277	0	0	0	0.583	0.042	0.102	0	0.552	0.581
EGFR	BRAF	9606.ENSP00000275493	9606.ENSP00000419060	0	0	0	0.571	0	0.255	0	0.486	0.601
EGFR	AKT2	9606.ENSP00000275493	9606.ENSP00000375892	0	0	0	0.561	0.042	0.175	0	0.549	0.612
EGFR	FOXO3	9606.ENSP00000275493	9606.ENSP00000339527	0	0	0	0	0.044	0.100	0	0.604	0.629
EGFR	E2F1	9606.ENSP00000275493	9606.ENSP00000345571	0	0	0	0	0	0	0	0.734	0.734
EGFR	CDKN1A	9606.ENSP00000275493	9606.ENSP00000384849	0	0	0	0	0.061	0	0	0.746	0.752
EGFR	CASP9	9606.ENSP00000275493	9606.ENSP00000330237	0	0	0	0	0.054	0	0	0.750	0.753
EGFR	AKT1	9606.ENSP00000275493	9606.ENSP00000451828	0	0	0	0.559	0.042	0.640	0	0.445	0.792
EGFR	RAF1	9606.ENSP00000275493	9606.ENSP00000401888	0	0	0	0.575	0.042	0.645	0	0.590	0.848
EGFR	EML4	9606.ENSP00000275493	9606.ENSP00000320663	0	0	0	0	0.042	0.049	0	0.904	0.904
EGFR	CDKN2A	9606.ENSP00000275493	9606.ENSP00000418915	0	0	0	0	0.069	0.045	0	0.906	0.910
EGFR	PRKCA	9606.ENSP00000275493	9606.ENSP00000408695	0	0	0	0.562	0.049	0.788	0	0.693	0.932
EGFR	PIK3CD	9606.ENSP00000275493	9606.ENSP00000366563	0	0	0	0	0.042	0	0.900	0.443	0.942
EGFR	JAK3	9606.ENSP00000275493	9606.ENSP00000432511	0	0	0	0.583	0	0.161	0.900	0.522	0.956
EGFR	NRAS	9606.ENSP00000275493	9606.ENSP00000358548	0	0	0	0	0.053	0.249	0.900	0.899	0.991
EGFR	PLCG2	9606.ENSP00000275493	9606.ENSP00000482457	0	0	0	0	0.042	0.843	0.900	0.614	0.993
EGFR	PIK3CB	9606.ENSP00000275493	9606.ENSP00000501150	0	0	0	0	0	0.622	0.900	0.842	0.993
EGFR	HRAS	9606.ENSP00000275493	9606.ENSP00000407586	0	0	0	0	0.053	0.315	0.900	0.931	0.994
EGFR	MET	9606.ENSP00000275493	9606.ENSP00000317272	0	0	0	0.582	0.250	0.806	0	0.978	0.996
EGFR	STAT5B	9606.ENSP00000275493	9606.ENSP00000293328	0	0	0	0	0	0.787	0.900	0.907	0.997
EGFR	PIK3R1	9606.ENSP00000275493	9606.ENSP00000428056	0	0	0	0	0.042	0.900	0.900	0.901	0.998
EGFR	STAT5A	9606.ENSP00000275493	9606.ENSP00000341208	0	0	0	0	0	0.836	0.900	0.932	0.998
EGFR	TGFA	9606.ENSP00000275493	9606.ENSP00000404131	0	0	0	0	0.062	0.983	0.900	0.998	0.999
EGFR	SOS1	9606.ENSP00000275493	9606.ENSP00000384675	0	0	0	0	0.044	0.994	0.900	0.942	0.999
EGFR	GRB2	9606.ENSP00000275493	9606.ENSP00000376345	0	0	0	0	0.042	0.996	0.900	0.996	0.999
EML4	PIK3R2	9606.ENSP00000320663	9606.ENSP00000222254	0	0	0	0	0.044	0	0.900	0.116	0.908
EML4	PLCG1	9606.ENSP00000320663	9606.ENSP00000244007	0	0	0	0	0.082	0	0.900	0.374	0.937
EML4	KRAS	9606.ENSP00000320663	9606.ENSP00000256078	0	0	0	0	0.056	0.098	0.900	0.794	0.980
EML4	CDK4	9606.ENSP00000320663	9606.ENSP00000257904	0	0	0	0	0.200	0.135	0	0.378	0.532
EML4	PIK3R3	9606.ENSP00000320663	9606.ENSP00000262741	0	0	0	0	0	0	0.900	0	0.900
EML4	PIK3CA	9606.ENSP00000320663	9606.ENSP00000263967	0	0	0	0	0.049	0.072	0.900	0.609	0.960
EML4	STAT3	9606.ENSP00000320663	9606.ENSP00000264657	0	0	0	0	0.056	0	0.500	0.432	0.708
EML4	CDK6	9606.ENSP00000320663	9606.ENSP00000265734	0	0	0	0	0.215	0.135	0	0.255	0.450
EML4	TP53	9606.ENSP00000320663	9606.ENSP00000269305	0	0	0	0	0	0.163	0	0.572	0.626
EML4	ERBB2	9606.ENSP00000320663	9606.ENSP00000269571	0	0	0	0	0.043	0.049	0	0.666	0.669
EML4	EGFR	9606.ENSP00000320663	9606.ENSP00000275493	0	0	0	0	0.042	0.049	0	0.904	0.904
EML4	MAP2K1	9606.ENSP00000320663	9606.ENSP00000302486	0	0	0	0	0.056	0.045	0	0.427	0.438
EML4	MET	9606.ENSP00000320663	9606.ENSP00000317272	0	0	0	0	0.099	0.067	0	0.604	0.638
EML4	CDKN2A	9606.ENSP00000320663	9606.ENSP00000418915	0	0	0	0	0.042	0.099	0	0.399	0.436
EML4	AKT1	9606.ENSP00000320663	9606.ENSP00000451828	0	0	0	0	0.079	0.067	0	0.572	0.601
EML4	BRAF	9606.ENSP00000320663	9606.ENSP00000419060	0	0	0	0	0.074	0.067	0	0.729	0.745
EML4	GRB2	9606.ENSP00000320663	9606.ENSP00000376345	0	0	0	0	0.044	0	0.500	0.509	0.745
EML4	PLCG2	9606.ENSP00000320663	9606.ENSP00000482457	0	0	0	0	0.049	0	0.900	0	0.900
EML4	PIK3CD	9606.ENSP00000320663	9606.ENSP00000366563	0	0	0	0	0.054	0.072	0.900	0.090	0.909
EML4	PIK3CB	9606.ENSP00000320663	9606.ENSP00000501150	0	0	0	0	0.044	0.072	0.900	0.149	0.914
EML4	PIK3R1	9606.ENSP00000320663	9606.ENSP00000428056	0	0	0	0	0.049	0	0.900	0.201	0.917
EML4	JAK3	9606.ENSP00000320663	9606.ENSP00000432511	0	0	0	0	0.079	0.067	0.900	0.277	0.929
EML4	HRAS	9606.ENSP00000320663	9606.ENSP00000407586	0	0	0	0	0	0.098	0.900	0.364	0.937
EML4	NRAS	9606.ENSP00000320663	9606.ENSP00000358548	0	0	0	0	0.048	0.098	0.900	0.525	0.953
EML4	ALK	9606.ENSP00000320663	9606.ENSP00000373700	0	0	0	0	0.074	0.067	0.900	0.997	0.999
ERBB2	SOS2	9606.ENSP00000269571	9606.ENSP00000216373	0	0	0	0	0	0.115	0	0.620	0.649
ERBB2	PIK3R2	9606.ENSP00000269571	9606.ENSP00000222254	0	0	0	0	0.049	0.794	0.900	0.365	0.985
ERBB2	HGF	9606.ENSP00000269571	9606.ENSP00000222390	0	0	0	0	0	0.193	0.650	0.736	0.918
ERBB2	CCND1	9606.ENSP00000269571	9606.ENSP00000227507	0	0	0	0	0.084	0.301	0	0.862	0.904
ERBB2	PLCG1	9606.ENSP00000269571	9606.ENSP00000244007	0	0	0	0	0.049	0.695	0.900	0.446	0.981
ERBB2	KRAS	9606.ENSP00000269571	9606.ENSP00000256078	0	0	0	0	0.053	0.199	0.500	0.923	0.966
ERBB2	CDK4	9606.ENSP00000269571	9606.ENSP00000257904	0	0	0	0.594	0	0.315	0	0.350	0.536
ERBB2	PIK3R3	9606.ENSP00000269571	9606.ENSP00000262741	0	0	0	0	0.044	0.440	0.900	0.593	0.975
ERBB2	E2F3	9606.ENSP00000269571	9606.ENSP00000262904	0	0	0	0	0	0	0	0.463	0.463
ERBB2	PIK3CA	9606.ENSP00000269571	9606.ENSP00000263967	0	0	0	0	0	0.115	0.900	0.927	0.992
ERBB2	STAT3	9606.ENSP00000269571	9606.ENSP00000264657	0	0	0	0	0.049	0.717	0	0.823	0.948
ERBB2	EGF	9606.ENSP00000269571	9606.ENSP00000265171	0	0	0	0	0.128	0.314	0.900	0.998	0.999
ERBB2	RB1	9606.ENSP00000269571	9606.ENSP00000267163	0	0	0	0	0	0	0	0.461	0.461
ERBB2	TP53	9606.ENSP00000269571	9606.ENSP00000269305	0	0	0	0	0.060	0.172	0	0.924	0.935
ERBB2	MAP2K1	9606.ENSP00000269571	9606.ENSP00000302486	0	0	0	0.609	0	0.176	0	0.314	0.410
ERBB2	FHIT	9606.ENSP00000269571	9606.ENSP00000418582	0	0	0	0	0	0	0	0.447	0.447
ERBB2	RAF1	9606.ENSP00000269571	9606.ENSP00000401888	0	0	0	0.578	0	0.224	0	0.327	0.455
ERBB2	BRAF	9606.ENSP00000269571	9606.ENSP00000419060	0	0	0	0.569	0	0.102	0	0.447	0.482
ERBB2	PRKCA	9606.ENSP00000269571	9606.ENSP00000408695	0	0	0	0.560	0	0.045	0	0.481	0.483
ERBB2	STAT5B	9606.ENSP00000269571	9606.ENSP00000293328	0	0	0	0	0	0.071	0	0.500	0.516
ERBB2	RASSF1	9606.ENSP00000269571	9606.ENSP00000349547	0	0	0	0	0.051	0.184	0	0.455	0.541
ERBB2	FOXO3	9606.ENSP00000269571	9606.ENSP00000339527	0	0	0	0	0	0	0	0.545	0.545
ERBB2	AKT1	9606.ENSP00000269571	9606.ENSP00000451828	0	0	0	0.561	0.060	0.222	0	0.436	0.552
ERBB2	CASP9	9606.ENSP00000269571	9606.ENSP00000330237	0	0	0	0	0.061	0	0	0.562	0.571
ERBB2	E2F1	9606.ENSP00000269571	9606.ENSP00000345571	0	0	0	0	0	0	0	0.585	0.585
ERBB2	CDKN1A	9606.ENSP00000269571	9606.ENSP00000384849	0	0	0	0	0	0	0	0.588	0.588
ERBB2	EML4	9606.ENSP00000269571	9606.ENSP00000320663	0	0	0	0	0.043	0.049	0	0.666	0.669
ERBB2	STAT5A	9606.ENSP00000269571	9606.ENSP00000341208	0	0	0	0	0	0.071	0	0.681	0.691
ERBB2	CDKN2A	9606.ENSP00000269571	9606.ENSP00000418915	0	0	0	0	0.062	0.045	0	0.767	0.773
ERBB2	ALK	9606.ENSP00000269571	9606.ENSP00000373700	0	0	0	0.568	0	0.620	0	0.433	0.775
ERBB2	SOS1	9606.ENSP00000269571	9606.ENSP00000384675	0	0	0	0	0	0.115	0.400	0.661	0.804
ERBB2	MET	9606.ENSP00000269571	9606.ENSP00000317272	0	0	0	0.581	0.072	0.617	0	0.604	0.847
ERBB2	NRAS	9606.ENSP00000269571	9606.ENSP00000358548	0	0	0	0	0.053	0.160	0.500	0.788	0.904
ERBB2	HRAS	9606.ENSP00000269571	9606.ENSP00000407586	0	0	0	0	0.053	0.328	0.500	0.742	0.907
ERBB2	PIK3CD	9606.ENSP00000269571	9606.ENSP00000366563	0	0	0	0	0	0	0.900	0.440	0.941
ERBB2	JAK3	9606.ENSP00000269571	9606.ENSP00000432511	0	0	0	0.583	0	0.091	0.900	0.504	0.951
ERBB2	PIK3CB	9606.ENSP00000269571	9606.ENSP00000501150	0	0	0	0	0	0.162	0.900	0.702	0.972
ERBB2	PLCG2	9606.ENSP00000269571	9606.ENSP00000482457	0	0	0	0	0	0.724	0.900	0.299	0.979
ERBB2	PIK3R1	9606.ENSP00000269571	9606.ENSP00000428056	0	0	0	0	0	0.840	0.900	0.728	0.995
ERBB2	TGFA	9606.ENSP00000269571	9606.ENSP00000404131	0	0	0	0	0	0.409	0.900	0.978	0.998
ERBB2	EGFR	9606.ENSP00000269571	9606.ENSP00000275493	0	0	0.064	0.939	0.080	0.998	0.900	0.983	0.999
ERBB2	GRB2	9606.ENSP00000269571	9606.ENSP00000376345	0	0	0	0	0	0.934	0.900	0.993	0.999
FHIT	CCND1	9606.ENSP00000418582	9606.ENSP00000227507	0	0	0	0	0	0	0	0.425	0.425
FHIT	KRAS	9606.ENSP00000418582	9606.ENSP00000256078	0	0	0	0	0	0	0	0.484	0.484
FHIT	TP53	9606.ENSP00000418582	9606.ENSP00000269305	0	0	0	0	0	0.161	0	0.620	0.667
FHIT	ERBB2	9606.ENSP00000418582	9606.ENSP00000269571	0	0	0	0	0	0	0	0.447	0.447
FHIT	EGFR	9606.ENSP00000418582	9606.ENSP00000275493	0	0	0	0	0	0	0	0.474	0.474
FHIT	RARB	9606.ENSP00000418582	9606.ENSP00000332296	0	0	0	0	0	0	0	0.664	0.664
FHIT	RASSF1	9606.ENSP00000418582	9606.ENSP00000349547	0	0	0	0	0	0	0	0.720	0.720
FHIT	RASSF5	9606.ENSP00000418582	9606.ENSP00000462099	0	0	0	0	0	0	0	0.543	0.543
FHIT	CDKN2A	9606.ENSP00000418582	9606.ENSP00000418915	0	0	0	0	0	0.047	0	0.700	0.701
FOXO3	MAPK1	9606.ENSP00000339527	9606.ENSP00000215832	0	0	0	0	0.147	0.303	0.900	0.461	0.963
FOXO3	CCND1	9606.ENSP00000339527	9606.ENSP00000227507	0	0	0	0	0	0	0.400	0.610	0.756
FOXO3	KRAS	9606.ENSP00000339527	9606.ENSP00000256078	0	0	0	0	0.060	0.053	0	0.426	0.444
FOXO3	CDK4	9606.ENSP00000339527	9606.ENSP00000257904	0	0	0	0	0	0.117	0	0.677	0.703
FOXO3	MAPK3	9606.ENSP00000339527	9606.ENSP00000263025	0	0	0	0	0.082	0.057	0.900	0.604	0.961
FOXO3	PIK3CA	9606.ENSP00000339527	9606.ENSP00000263967	0	0	0	0	0.107	0.184	0	0.517	0.617
FOXO3	STAT3	9606.ENSP00000339527	9606.ENSP00000264657	0	0	0	0	0.081	0	0.900	0.787	0.978
FOXO3	EGF	9606.ENSP00000339527	9606.ENSP00000265171	0	0	0	0	0.042	0	0	0.450	0.451
FOXO3	CDK6	9606.ENSP00000339527	9606.ENSP00000265734	0	0	0	0	0	0.229	0	0.754	0.802
FOXO3	RB1	9606.ENSP00000339527	9606.ENSP00000267163	0	0	0	0	0.060	0.314	0	0.284	0.497
FOXO3	TP53	9606.ENSP00000339527	9606.ENSP00000269305	0	0	0	0	0	0.776	0	0.991	0.998
FOXO3	ERBB2	9606.ENSP00000339527	9606.ENSP00000269571	0	0	0	0	0	0	0	0.545	0.545
FOXO3	EGFR	9606.ENSP00000339527	9606.ENSP00000275493	0	0	0	0	0.044	0.100	0	0.604	0.629
FOXO3	STAT5B	9606.ENSP00000339527	9606.ENSP00000293328	0	0	0	0	0.155	0	0	0.450	0.516
FOXO3	MAP2K1	9606.ENSP00000339527	9606.ENSP00000302486	0	0	0	0	0.049	0.045	0	0.410	0.417
FOXO3	CASP9	9606.ENSP00000339527	9606.ENSP00000330237	0	0	0	0	0.067	0	0	0.674	0.683
FOXO3	BRAF	9606.ENSP00000339527	9606.ENSP00000419060	0	0	0	0	0.056	0.094	0	0.388	0.431
FOXO3	STAT5A	9606.ENSP00000339527	9606.ENSP00000341208	0	0	0	0	0.056	0	0	0.462	0.470
FOXO3	PIK3R1	9606.ENSP00000339527	9606.ENSP00000428056	0	0	0	0	0.083	0	0	0.488	0.510
FOXO3	PIK3CD	9606.ENSP00000339527	9606.ENSP00000366563	0	0	0	0	0.043	0.184	0	0.439	0.523
FOXO3	PDPK1	9606.ENSP00000339527	9606.ENSP00000344220	0	0	0	0	0.154	0.051	0	0.501	0.564
FOXO3	E2F2	9606.ENSP00000339527	9606.ENSP00000355249	0	0	0	0	0.063	0.045	0	0.578	0.589
FOXO3	PIK3CB	9606.ENSP00000339527	9606.ENSP00000501150	0	0	0	0	0.095	0.184	0	0.628	0.701
FOXO3	GADD45A	9606.ENSP00000339527	9606.ENSP00000360025	0	0	0	0	0.074	0	0.500	0.509	0.752
FOXO3	CDKN2A	9606.ENSP00000339527	9606.ENSP00000418915	0	0	0	0	0	0.059	0	0.756	0.760
FOXO3	STK4	9606.ENSP00000339527	9606.ENSP00000361892	0	0	0	0	0.045	0.292	0.900	0.562	0.966
FOXO3	AKT3	9606.ENSP00000339527	9606.ENSP00000500582	0	0	0	0	0	0.312	0.900	0.546	0.966
FOXO3	AKT2	9606.ENSP00000339527	9606.ENSP00000375892	0	0	0	0	0.049	0.312	0.900	0.740	0.980
FOXO3	E2F1	9606.ENSP00000339527	9606.ENSP00000345571	0	0	0	0	0	0.045	0	0.994	0.994
FOXO3	CDKN1A	9606.ENSP00000339527	9606.ENSP00000384849	0	0	0	0	0.072	0.294	0	0.994	0.995
FOXO3	AKT1	9606.ENSP00000339527	9606.ENSP00000451828	0	0	0	0	0.103	0.853	0.900	0.928	0.998
