#node	identifier	category	term ID	term description
MAPK3	9606.ENSP00000263025	GO Component	GO:0005634	Nucleus
MAPK3	9606.ENSP00000263025	GO Component	GO:0005635	Nuclear envelope
MAPK3	9606.ENSP00000263025	GO Component	GO:0005654	Nucleoplasm
MAPK3	9606.ENSP00000263025	GO Component	GO:0005737	Cytoplasm
MAPK3	9606.ENSP00000263025	GO Component	GO:0005739	Mitochondrion
MAPK3	9606.ENSP00000263025	GO Component	GO:0005768	Endosome
MAPK3	9606.ENSP00000263025	GO Component	GO:0005769	Early endosome
MAPK3	9606.ENSP00000263025	GO Component	GO:0005770	Late endosome
MAPK3	9606.ENSP00000263025	GO Component	GO:0005783	Endoplasmic reticulum
MAPK3	9606.ENSP00000263025	GO Component	GO:0005788	Endoplasmic reticulum lumen
MAPK3	9606.ENSP00000263025	GO Component	GO:0005794	Golgi apparatus
MAPK3	9606.ENSP00000263025	GO Component	GO:0005829	Cytosol
MAPK3	9606.ENSP00000263025	GO Component	GO:0005856	Cytoskeleton
MAPK3	9606.ENSP00000263025	GO Component	GO:0005886	Plasma membrane
MAPK3	9606.ENSP00000263025	GO Component	GO:0005901	Caveola
MAPK3	9606.ENSP00000263025	GO Component	GO:0005925	Focal adhesion
MAPK3	9606.ENSP00000263025	GO Component	GO:0012505	Endomembrane system
MAPK3	9606.ENSP00000263025	GO Component	GO:0016020	Membrane
MAPK3	9606.ENSP00000263025	GO Component	GO:0030054	Cell junction
MAPK3	9606.ENSP00000263025	GO Component	GO:0030055	Cell-substrate junction
MAPK3	9606.ENSP00000263025	GO Component	GO:0031143	Pseudopodium
MAPK3	9606.ENSP00000263025	GO Component	GO:0031410	Cytoplasmic vesicle
MAPK3	9606.ENSP00000263025	GO Component	GO:0031967	Organelle envelope
MAPK3	9606.ENSP00000263025	GO Component	GO:0031974	Membrane-enclosed lumen
MAPK3	9606.ENSP00000263025	GO Component	GO:0031975	Envelope
MAPK3	9606.ENSP00000263025	GO Component	GO:0031981	Nuclear lumen
MAPK3	9606.ENSP00000263025	GO Component	GO:0031982	Vesicle
MAPK3	9606.ENSP00000263025	GO Component	GO:0042995	Cell projection
MAPK3	9606.ENSP00000263025	GO Component	GO:0043226	Organelle
MAPK3	9606.ENSP00000263025	GO Component	GO:0043227	Membrane-bounded organelle
MAPK3	9606.ENSP00000263025	GO Component	GO:0043228	Non-membrane-bounded organelle
MAPK3	9606.ENSP00000263025	GO Component	GO:0043229	Intracellular organelle
MAPK3	9606.ENSP00000263025	GO Component	GO:0043231	Intracellular membrane-bounded organelle
MAPK3	9606.ENSP00000263025	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
MAPK3	9606.ENSP00000263025	GO Component	GO:0043233	Organelle lumen
MAPK3	9606.ENSP00000263025	GO Component	GO:0044853	Plasma membrane raft
MAPK3	9606.ENSP00000263025	GO Component	GO:0045121	Membrane raft
MAPK3	9606.ENSP00000263025	GO Component	GO:0070013	Intracellular organelle lumen
MAPK3	9606.ENSP00000263025	GO Component	GO:0070161	Anchoring junction
MAPK3	9606.ENSP00000263025	GO Component	GO:0071944	Cell periphery
MAPK3	9606.ENSP00000263025	GO Component	GO:0097708	Intracellular vesicle
MAPK3	9606.ENSP00000263025	GO Component	GO:0098590	Plasma membrane region
MAPK3	9606.ENSP00000263025	GO Component	GO:0098857	Membrane microdomain
MAPK3	9606.ENSP00000263025	GO Component	GO:0110165	Cellular anatomical entity
MAPK3	9606.ENSP00000263025	GO Component	GO:0120025	Plasma membrane bounded cell projection
MAPK3	9606.ENSP00000263025	STRING clusters	CL:17667	Mixed, incl. Small GTPase, Ras-type, and Ras-like guanine nucleotide exchange factor, N-terminal
MAPK3	9606.ENSP00000263025	STRING clusters	CL:17668	Mixed, incl. Signalling to ERKs, and Ras GTPase-activating protein
MAPK3	9606.ENSP00000263025	STRING clusters	CL:17670	Mixed, incl. Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells, and Ras GTPase-activating protein
MAPK3	9606.ENSP00000263025	STRING clusters	CL:17673	Mixed, incl. Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells, and Cardiofaciocutaneous syndrome
MAPK3	9606.ENSP00000263025	STRING clusters	CL:17674	Inhibition of exosome biogenesis and secretion by Manumycin A in CRPC cells, and Cardiofaciocutaneous syndrome
MAPK3	9606.ENSP00000263025	STRING clusters	CL:17676	Negative feedback regulation of MAPK pathway, and RAS GTPase cycle mutants
MAPK3	9606.ENSP00000263025	KEGG	hsa01521	EGFR tyrosine kinase inhibitor resistance
MAPK3	9606.ENSP00000263025	KEGG	hsa01522	Endocrine resistance
MAPK3	9606.ENSP00000263025	KEGG	hsa01524	Platinum drug resistance
MAPK3	9606.ENSP00000263025	KEGG	hsa04010	MAPK signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04012	ErbB signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04014	Ras signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04015	Rap1 signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04022	cGMP-PKG signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04024	cAMP signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04062	Chemokine signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04066	HIF-1 signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04068	FoxO signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04071	Sphingolipid signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04072	Phospholipase D signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04114	Oocyte meiosis
MAPK3	9606.ENSP00000263025	KEGG	hsa04140	Autophagy - animal
MAPK3	9606.ENSP00000263025	KEGG	hsa04150	mTOR signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04151	PI3K-Akt signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04210	Apoptosis
MAPK3	9606.ENSP00000263025	KEGG	hsa04218	Cellular senescence
MAPK3	9606.ENSP00000263025	KEGG	hsa04261	Adrenergic signaling in cardiomyocytes
MAPK3	9606.ENSP00000263025	KEGG	hsa04270	Vascular smooth muscle contraction
MAPK3	9606.ENSP00000263025	KEGG	hsa04350	TGF-beta signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04360	Axon guidance
MAPK3	9606.ENSP00000263025	KEGG	hsa04370	VEGF signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04371	Apelin signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04380	Osteoclast differentiation
MAPK3	9606.ENSP00000263025	KEGG	hsa04510	Focal adhesion
MAPK3	9606.ENSP00000263025	KEGG	hsa04520	Adherens junction
MAPK3	9606.ENSP00000263025	KEGG	hsa04540	Gap junction
MAPK3	9606.ENSP00000263025	KEGG	hsa04550	Signaling pathways regulating pluripotency of stem cells
MAPK3	9606.ENSP00000263025	KEGG	hsa04611	Platelet activation
MAPK3	9606.ENSP00000263025	KEGG	hsa04620	Toll-like receptor signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04621	NOD-like receptor signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04625	C-type lectin receptor signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04650	Natural killer cell mediated cytotoxicity
MAPK3	9606.ENSP00000263025	KEGG	hsa04657	IL-17 signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04658	Th1 and Th2 cell differentiation
MAPK3	9606.ENSP00000263025	KEGG	hsa04659	Th17 cell differentiation
MAPK3	9606.ENSP00000263025	KEGG	hsa04660	T cell receptor signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04662	B cell receptor signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04664	Fc epsilon RI signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04666	Fc gamma R-mediated phagocytosis
MAPK3	9606.ENSP00000263025	KEGG	hsa04668	TNF signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04713	Circadian entrainment
MAPK3	9606.ENSP00000263025	KEGG	hsa04720	Long-term potentiation
MAPK3	9606.ENSP00000263025	KEGG	hsa04722	Neurotrophin signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04723	Retrograde endocannabinoid signaling
MAPK3	9606.ENSP00000263025	KEGG	hsa04724	Glutamatergic synapse
MAPK3	9606.ENSP00000263025	KEGG	hsa04725	Cholinergic synapse
MAPK3	9606.ENSP00000263025	KEGG	hsa04726	Serotonergic synapse
MAPK3	9606.ENSP00000263025	KEGG	hsa04730	Long-term depression
MAPK3	9606.ENSP00000263025	KEGG	hsa04810	Regulation of actin cytoskeleton
MAPK3	9606.ENSP00000263025	KEGG	hsa04910	Insulin signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04912	GnRH signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04914	Progesterone-mediated oocyte maturation
MAPK3	9606.ENSP00000263025	KEGG	hsa04915	Estrogen signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04916	Melanogenesis
MAPK3	9606.ENSP00000263025	KEGG	hsa04917	Prolactin signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04919	Thyroid hormone signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04921	Oxytocin signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04926	Relaxin signaling pathway
MAPK3	9606.ENSP00000263025	KEGG	hsa04928	Parathyroid hormone synthesis, secretion and action
MAPK3	9606.ENSP00000263025	KEGG	hsa04929	GnRH secretion
MAPK3	9606.ENSP00000263025	KEGG	hsa04930	Type II diabetes mellitus
MAPK3	9606.ENSP00000263025	KEGG	hsa04933	AGE-RAGE signaling pathway in diabetic complications
MAPK3	9606.ENSP00000263025	KEGG	hsa04934	Cushing syndrome
MAPK3	9606.ENSP00000263025	KEGG	hsa04935	Growth hormone synthesis, secretion and action
MAPK3	9606.ENSP00000263025	KEGG	hsa04960	Aldosterone-regulated sodium reabsorption
MAPK3	9606.ENSP00000263025	KEGG	hsa05010	Alzheimer disease
MAPK3	9606.ENSP00000263025	KEGG	hsa05020	Prion disease
MAPK3	9606.ENSP00000263025	KEGG	hsa05034	Alcoholism
MAPK3	9606.ENSP00000263025	KEGG	hsa05130	Pathogenic Escherichia coli infection
MAPK3	9606.ENSP00000263025	KEGG	hsa05131	Shigellosis
MAPK3	9606.ENSP00000263025	KEGG	hsa05132	Salmonella infection
MAPK3	9606.ENSP00000263025	KEGG	hsa05133	Pertussis
MAPK3	9606.ENSP00000263025	KEGG	hsa05135	Yersinia infection
MAPK3	9606.ENSP00000263025	KEGG	hsa05140	Leishmaniasis
MAPK3	9606.ENSP00000263025	KEGG	hsa05142	Chagas disease
MAPK3	9606.ENSP00000263025	KEGG	hsa05145	Toxoplasmosis
MAPK3	9606.ENSP00000263025	KEGG	hsa05152	Tuberculosis
MAPK3	9606.ENSP00000263025	KEGG	hsa05160	Hepatitis C
MAPK3	9606.ENSP00000263025	KEGG	hsa05161	Hepatitis B
MAPK3	9606.ENSP00000263025	KEGG	hsa05163	Human cytomegalovirus infection
MAPK3	9606.ENSP00000263025	KEGG	hsa05164	Influenza A
MAPK3	9606.ENSP00000263025	KEGG	hsa05165	Human papillomavirus infection
MAPK3	9606.ENSP00000263025	KEGG	hsa05166	Human T-cell leukemia virus 1 infection
MAPK3	9606.ENSP00000263025	KEGG	hsa05167	Kaposi sarcoma-associated herpesvirus infection
MAPK3	9606.ENSP00000263025	KEGG	hsa05170	Human immunodeficiency virus 1 infection
MAPK3	9606.ENSP00000263025	KEGG	hsa05200	Pathways in cancer
MAPK3	9606.ENSP00000263025	KEGG	hsa05203	Viral carcinogenesis
MAPK3	9606.ENSP00000263025	KEGG	hsa05205	Proteoglycans in cancer
MAPK3	9606.ENSP00000263025	KEGG	hsa05206	MicroRNAs in cancer
MAPK3	9606.ENSP00000263025	KEGG	hsa05210	Colorectal cancer
MAPK3	9606.ENSP00000263025	KEGG	hsa05211	Renal cell carcinoma
MAPK3	9606.ENSP00000263025	KEGG	hsa05212	Pancreatic cancer
MAPK3	9606.ENSP00000263025	KEGG	hsa05213	Endometrial cancer
MAPK3	9606.ENSP00000263025	KEGG	hsa05214	Glioma
MAPK3	9606.ENSP00000263025	KEGG	hsa05215	Prostate cancer
MAPK3	9606.ENSP00000263025	KEGG	hsa05216	Thyroid cancer
MAPK3	9606.ENSP00000263025	KEGG	hsa05218	Melanoma
MAPK3	9606.ENSP00000263025	KEGG	hsa05219	Bladder cancer
MAPK3	9606.ENSP00000263025	KEGG	hsa05220	Chronic myeloid leukemia
MAPK3	9606.ENSP00000263025	KEGG	hsa05221	Acute myeloid leukemia
MAPK3	9606.ENSP00000263025	KEGG	hsa05223	Non-small cell lung cancer
MAPK3	9606.ENSP00000263025	KEGG	hsa05224	Breast cancer
MAPK3	9606.ENSP00000263025	KEGG	hsa05225	Hepatocellular carcinoma
MAPK3	9606.ENSP00000263025	KEGG	hsa05226	Gastric cancer
MAPK3	9606.ENSP00000263025	KEGG	hsa05230	Central carbon metabolism in cancer
MAPK3	9606.ENSP00000263025	KEGG	hsa05231	Choline metabolism in cancer
MAPK3	9606.ENSP00000263025	KEGG	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
MAPK3	9606.ENSP00000263025	Reactome	HSA-109581	Apoptosis
MAPK3	9606.ENSP00000263025	Reactome	HSA-109582	Hemostasis
MAPK3	9606.ENSP00000263025	Reactome	HSA-109606	Intrinsic Pathway for Apoptosis
MAPK3	9606.ENSP00000263025	Reactome	HSA-110056	MAPK3 (ERK1) activation
MAPK3	9606.ENSP00000263025	Reactome	HSA-111458	Formation of apoptosome
MAPK3	9606.ENSP00000263025	Reactome	HSA-111461	Cytochrome c-mediated apoptotic response
MAPK3	9606.ENSP00000263025	Reactome	HSA-111471	Apoptotic factor-mediated response
MAPK3	9606.ENSP00000263025	Reactome	HSA-112314	Neurotransmitter receptors and postsynaptic signal transmission
MAPK3	9606.ENSP00000263025	Reactome	HSA-112315	Transmission across Chemical Synapses
MAPK3	9606.ENSP00000263025	Reactome	HSA-112316	Neuronal System
MAPK3	9606.ENSP00000263025	Reactome	HSA-112409	RAF-independent MAPK1/3 activation
MAPK3	9606.ENSP00000263025	Reactome	HSA-1169408	ISG15 antiviral mechanism
MAPK3	9606.ENSP00000263025	Reactome	HSA-1169410	Antiviral mechanism by IFN-stimulated genes
MAPK3	9606.ENSP00000263025	Reactome	HSA-1181150	Signaling by NODAL
MAPK3	9606.ENSP00000263025	Reactome	HSA-1257604	PIP3 activates AKT signaling
MAPK3	9606.ENSP00000263025	Reactome	HSA-1266738	Developmental Biology
MAPK3	9606.ENSP00000263025	Reactome	HSA-1280215	Cytokine Signaling in Immune system
MAPK3	9606.ENSP00000263025	Reactome	HSA-1295596	Spry regulation of FGF signaling
MAPK3	9606.ENSP00000263025	Reactome	HSA-1502540	Signaling by Activin
MAPK3	9606.ENSP00000263025	Reactome	HSA-162582	Signal Transduction
MAPK3	9606.ENSP00000263025	Reactome	HSA-162658	Golgi Cisternae Pericentriolar Stack Reorganization
MAPK3	9606.ENSP00000263025	Reactome	HSA-1640170	Cell Cycle
MAPK3	9606.ENSP00000263025	Reactome	HSA-1643685	Disease
MAPK3	9606.ENSP00000263025	Reactome	HSA-166016	Toll Like Receptor 4 (TLR4) Cascade
MAPK3	9606.ENSP00000263025	Reactome	HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane
MAPK3	9606.ENSP00000263025	Reactome	HSA-166166	MyD88-independent TLR4 cascade
MAPK3	9606.ENSP00000263025	Reactome	HSA-166520	Signaling by NTRKs
MAPK3	9606.ENSP00000263025	Reactome	HSA-168138	Toll Like Receptor 9 (TLR9) Cascade
MAPK3	9606.ENSP00000263025	Reactome	HSA-168142	Toll Like Receptor 10 (TLR10) Cascade
MAPK3	9606.ENSP00000263025	Reactome	HSA-168164	Toll Like Receptor 3 (TLR3) Cascade
MAPK3	9606.ENSP00000263025	Reactome	HSA-168176	Toll Like Receptor 5 (TLR5) Cascade
MAPK3	9606.ENSP00000263025	Reactome	HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade
MAPK3	9606.ENSP00000263025	Reactome	HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade
MAPK3	9606.ENSP00000263025	Reactome	HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade
MAPK3	9606.ENSP00000263025	Reactome	HSA-168249	Innate Immune System
MAPK3	9606.ENSP00000263025	Reactome	HSA-168256	Immune System
MAPK3	9606.ENSP00000263025	Reactome	HSA-168898	Toll-like Receptor Cascades
MAPK3	9606.ENSP00000263025	Reactome	HSA-169893	Prolonged ERK activation events
MAPK3	9606.ENSP00000263025	Reactome	HSA-170834	Signaling by TGF-beta Receptor Complex
MAPK3	9606.ENSP00000263025	Reactome	HSA-170968	Frs2-mediated activation
MAPK3	9606.ENSP00000263025	Reactome	HSA-181438	Toll Like Receptor 2 (TLR2) Cascade
MAPK3	9606.ENSP00000263025	Reactome	HSA-187037	Signaling by NTRK1 (TRKA)
MAPK3	9606.ENSP00000263025	Reactome	HSA-187687	Signalling to ERKs
MAPK3	9606.ENSP00000263025	Reactome	HSA-190236	Signaling by FGFR
MAPK3	9606.ENSP00000263025	Reactome	HSA-194315	Signaling by Rho GTPases
MAPK3	9606.ENSP00000263025	Reactome	HSA-195258	RHO GTPase Effectors
MAPK3	9606.ENSP00000263025	Reactome	HSA-198725	Nuclear Events (kinase and transcription factor activation)
MAPK3	9606.ENSP00000263025	Reactome	HSA-198753	ERK/MAPK targets
MAPK3	9606.ENSP00000263025	Reactome	HSA-199418	Negative regulation of the PI3K/AKT network
MAPK3	9606.ENSP00000263025	Reactome	HSA-202670	ERKs are inactivated
MAPK3	9606.ENSP00000263025	Reactome	HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis
MAPK3	9606.ENSP00000263025	Reactome	HSA-2029482	Regulation of actin dynamics for phagocytic cup formation
MAPK3	9606.ENSP00000263025	Reactome	HSA-212436	Generic Transcription Pathway
MAPK3	9606.ENSP00000263025	Reactome	HSA-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
MAPK3	9606.ENSP00000263025	Reactome	HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity
MAPK3	9606.ENSP00000263025	Reactome	HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
MAPK3	9606.ENSP00000263025	Reactome	HSA-2262752	Cellular responses to stress
MAPK3	9606.ENSP00000263025	Reactome	HSA-2454202	Fc epsilon receptor (FCERI) signaling
MAPK3	9606.ENSP00000263025	Reactome	HSA-2559580	Oxidative Stress Induced Senescence
MAPK3	9606.ENSP00000263025	Reactome	HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)
MAPK3	9606.ENSP00000263025	Reactome	HSA-2559583	Cellular Senescence
MAPK3	9606.ENSP00000263025	Reactome	HSA-2559585	Oncogene Induced Senescence
MAPK3	9606.ENSP00000263025	Reactome	HSA-2871796	FCERI mediated MAPK activation
MAPK3	9606.ENSP00000263025	Reactome	HSA-3371453	Regulation of HSF1-mediated heat shock response
MAPK3	9606.ENSP00000263025	Reactome	HSA-3371556	Cellular response to heat stress
MAPK3	9606.ENSP00000263025	Reactome	HSA-372790	Signaling by GPCR
MAPK3	9606.ENSP00000263025	Reactome	HSA-373760	L1CAM interactions
MAPK3	9606.ENSP00000263025	Reactome	HSA-375165	NCAM signaling for neurite out-growth
MAPK3	9606.ENSP00000263025	Reactome	HSA-388396	GPCR downstream signalling
MAPK3	9606.ENSP00000263025	Reactome	HSA-416476	G alpha (q) signalling events
MAPK3	9606.ENSP00000263025	Reactome	HSA-422475	Axon guidance
MAPK3	9606.ENSP00000263025	Reactome	HSA-438064	Post NMDA receptor activation events
MAPK3	9606.ENSP00000263025	Reactome	HSA-442742	CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling
MAPK3	9606.ENSP00000263025	Reactome	HSA-442755	Activation of NMDA receptors and postsynaptic events
MAPK3	9606.ENSP00000263025	Reactome	HSA-444257	RSK activation
MAPK3	9606.ENSP00000263025	Reactome	HSA-445144	Signal transduction by L1
MAPK3	9606.ENSP00000263025	Reactome	HSA-448424	Interleukin-17 signaling
MAPK3	9606.ENSP00000263025	Reactome	HSA-449147	Signaling by Interleukins
MAPK3	9606.ENSP00000263025	Reactome	HSA-450282	MAPK targets/ Nuclear events mediated by MAP kinases
MAPK3	9606.ENSP00000263025	Reactome	HSA-450294	MAP kinase activation
MAPK3	9606.ENSP00000263025	Reactome	HSA-450341	Activation of the AP-1 family of transcription factors
MAPK3	9606.ENSP00000263025	Reactome	HSA-456926	Thrombin signalling through proteinase activated receptors (PARs)
MAPK3	9606.ENSP00000263025	Reactome	HSA-5357801	Programmed Cell Death
MAPK3	9606.ENSP00000263025	Reactome	HSA-5654726	Negative regulation of FGFR1 signaling
MAPK3	9606.ENSP00000263025	Reactome	HSA-5654727	Negative regulation of FGFR2 signaling
MAPK3	9606.ENSP00000263025	Reactome	HSA-5654732	Negative regulation of FGFR3 signaling
MAPK3	9606.ENSP00000263025	Reactome	HSA-5654733	Negative regulation of FGFR4 signaling
MAPK3	9606.ENSP00000263025	Reactome	HSA-5654736	Signaling by FGFR1
MAPK3	9606.ENSP00000263025	Reactome	HSA-5654738	Signaling by FGFR2
MAPK3	9606.ENSP00000263025	Reactome	HSA-5654741	Signaling by FGFR3
MAPK3	9606.ENSP00000263025	Reactome	HSA-5654743	Signaling by FGFR4
MAPK3	9606.ENSP00000263025	Reactome	HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers
MAPK3	9606.ENSP00000263025	Reactome	HSA-5663205	Infectious disease
MAPK3	9606.ENSP00000263025	Reactome	HSA-5663213	RHO GTPases Activate WASPs and WAVEs
MAPK3	9606.ENSP00000263025	Reactome	HSA-5668599	RHO GTPases Activate NADPH Oxidases
MAPK3	9606.ENSP00000263025	Reactome	HSA-5673001	RAF/MAP kinase cascade
MAPK3	9606.ENSP00000263025	Reactome	HSA-5674135	MAP2K and MAPK activation
MAPK3	9606.ENSP00000263025	Reactome	HSA-5674499	Negative feedback regulation of MAPK pathway
MAPK3	9606.ENSP00000263025	Reactome	HSA-5675221	Negative regulation of MAPK pathway
MAPK3	9606.ENSP00000263025	Reactome	HSA-5683057	MAPK family signaling cascades
MAPK3	9606.ENSP00000263025	Reactome	HSA-5684996	MAPK1/MAPK3 signaling
MAPK3	9606.ENSP00000263025	Reactome	HSA-6802946	Signaling by moderate kinase activity BRAF mutants
MAPK3	9606.ENSP00000263025	Reactome	HSA-6802948	Signaling by high-kinase activity BRAF mutants
MAPK3	9606.ENSP00000263025	Reactome	HSA-6802949	Signaling by RAS mutants
MAPK3	9606.ENSP00000263025	Reactome	HSA-6802952	Signaling by BRAF and RAF1 fusions
MAPK3	9606.ENSP00000263025	Reactome	HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF
MAPK3	9606.ENSP00000263025	Reactome	HSA-6802957	Oncogenic MAPK signaling
MAPK3	9606.ENSP00000263025	Reactome	HSA-6807070	PTEN Regulation
MAPK3	9606.ENSP00000263025	Reactome	HSA-6811558	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
MAPK3	9606.ENSP00000263025	Reactome	HSA-68875	Mitotic Prophase
MAPK3	9606.ENSP00000263025	Reactome	HSA-68886	M Phase
MAPK3	9606.ENSP00000263025	Reactome	HSA-69278	Cell Cycle, Mitotic
MAPK3	9606.ENSP00000263025	Reactome	HSA-73728	RNA Polymerase I Promoter Opening
MAPK3	9606.ENSP00000263025	Reactome	HSA-73854	RNA Polymerase I Promoter Clearance
MAPK3	9606.ENSP00000263025	Reactome	HSA-73857	RNA Polymerase II Transcription
MAPK3	9606.ENSP00000263025	Reactome	HSA-73864	RNA Polymerase I Transcription
MAPK3	9606.ENSP00000263025	Reactome	HSA-74160	Gene expression (Transcription)
MAPK3	9606.ENSP00000263025	Reactome	HSA-74749	Signal attenuation
MAPK3	9606.ENSP00000263025	Reactome	HSA-74751	Insulin receptor signalling cascade
MAPK3	9606.ENSP00000263025	Reactome	HSA-74752	Signaling by Insulin receptor
MAPK3	9606.ENSP00000263025	Reactome	HSA-76002	Platelet activation, signaling and aggregation
MAPK3	9606.ENSP00000263025	Reactome	HSA-879415	Advanced glycosylation endproduct receptor signaling
MAPK3	9606.ENSP00000263025	Reactome	HSA-881907	Gastrin-CREB signalling pathway via PKC and MAPK
MAPK3	9606.ENSP00000263025	Reactome	HSA-8878166	Transcriptional regulation by RUNX2
MAPK3	9606.ENSP00000263025	Reactome	HSA-8939211	ESR-mediated signaling
MAPK3	9606.ENSP00000263025	Reactome	HSA-8940973	RUNX2 regulates osteoblast differentiation
MAPK3	9606.ENSP00000263025	Reactome	HSA-8941326	RUNX2 regulates bone development
MAPK3	9606.ENSP00000263025	Reactome	HSA-8943724	Regulation of PTEN gene transcription
MAPK3	9606.ENSP00000263025	Reactome	HSA-8953897	Cellular responses to stimuli
MAPK3	9606.ENSP00000263025	Reactome	HSA-9006925	Intracellular signaling by second messengers
MAPK3	9606.ENSP00000263025	Reactome	HSA-9006931	Signaling by Nuclear Receptors
MAPK3	9606.ENSP00000263025	Reactome	HSA-9006934	Signaling by Receptor Tyrosine Kinases
MAPK3	9606.ENSP00000263025	Reactome	HSA-9006936	Signaling by TGFB family members
MAPK3	9606.ENSP00000263025	Reactome	HSA-9009391	Extra-nuclear estrogen signaling
MAPK3	9606.ENSP00000263025	Reactome	HSA-913531	Interferon Signaling
MAPK3	9606.ENSP00000263025	Reactome	HSA-937061	TRIF(TICAM1)-mediated TLR4 signaling
MAPK3	9606.ENSP00000263025	Reactome	HSA-9627069	Regulation of the apoptosome activity
MAPK3	9606.ENSP00000263025	Reactome	HSA-9634638	Estrogen-dependent nuclear events downstream of ESR-membrane signaling
MAPK3	9606.ENSP00000263025	Reactome	HSA-9634815	Transcriptional Regulation by NPAS4
MAPK3	9606.ENSP00000263025	Reactome	HSA-9635465	Suppression of apoptosis
MAPK3	9606.ENSP00000263025	Reactome	HSA-9635486	Infection with Mycobacterium tuberculosis
MAPK3	9606.ENSP00000263025	Reactome	HSA-9637690	Response of Mtb to phagocytosis
MAPK3	9606.ENSP00000263025	Reactome	HSA-9649948	Signaling downstream of RAS mutants
MAPK3	9606.ENSP00000263025	Reactome	HSA-9652169	Signaling by MAP2K mutants
MAPK3	9606.ENSP00000263025	Reactome	HSA-9656223	Signaling by RAF1 mutants
MAPK3	9606.ENSP00000263025	Reactome	HSA-9658195	Leishmania infection
MAPK3	9606.ENSP00000263025	Reactome	HSA-9664407	Parasite infection
MAPK3	9606.ENSP00000263025	Reactome	HSA-9664417	Leishmania phagocytosis
MAPK3	9606.ENSP00000263025	Reactome	HSA-9664422	FCGR3A-mediated phagocytosis
MAPK3	9606.ENSP00000263025	Reactome	HSA-9675108	Nervous system development
MAPK3	9606.ENSP00000263025	Reactome	HSA-9700206	Signaling by ALK in cancer
MAPK3	9606.ENSP00000263025	Reactome	HSA-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3
MAPK3	9606.ENSP00000263025	Reactome	HSA-9725370	Signaling by ALK fusions and activated point mutants
MAPK3	9606.ENSP00000263025	Reactome	HSA-9725371	Nuclear events stimulated by ALK signaling in cancer
MAPK3	9606.ENSP00000263025	Reactome	HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation
MAPK3	9606.ENSP00000263025	Reactome	HSA-975155	MyD88 dependent cascade initiated on endosome
